"id";"id_servico";"id_tipo_servico";"id_status";"quantidade";"valor";"valor_fornecedor";"excluido";"data_atualizacao"
"9";"6";"6";"2";"1";"80,00";"30,00";\N;\N
"14";"10";"6";"2";"1";"80,00";"30,00";\N;\N
"16";"12";"22";"2";"1";"0,00";"0,00";\N;\N
"19";"14";"6";"2";"1";"80,00";"30,00";\N;\N
"20";"15";"6";"2";"1";"80,00";"24,00";\N;\N
"21";"16";"6";"2";"1";"80,00";"27,00";\N;\N
"25";"19";"6";"2";"1";"80,00";\N;\N;\N
"27";"21";"6";"2";"1";"80,00";"30,00";\N;\N
"30";"18";"6";"2";"1";"80,00";"30,00";\N;\N
"31";"18";"16";"2";"1";"250,00";"35,00";\N;\N
"32";"23";"6";"2";"1";"80,00";"30,00";\N;\N
"36";"26";"6";"2";"1";"80,00";"30,00";\N;\N
"37";"27";"6";"2";"1";"80,00";"27,00";\N;\N
"38";"27";"7";"2";"1";"59,00";"15,00";\N;\N
"40";"29";"6";"2";"1";"0,00";\N;\N;\N
"43";"31";"6";"2";"1";"80,00";"27,00";\N;\N
"46";"33";"6";"2";"1";"80,00";"30,00";\N;\N
"47";"34";"6";"2";"1";"80,00";"30,00";\N;"2023-04-01 00:35:55"
"48";"35";"6";"2";"1";"80,00";"30,00";\N;\N
"49";"36";"6";"2";"1";"80,00";"30,00";\N;"2023-04-01 00:37:45"
"50";"37";"6";"2";"1";"80,00";"24,00";\N;\N
"51";"37";"10";"2";"1";"15,00";"15,00";\N;\N
"53";"38";"6";"2";"1";"80,00";"30,00";\N;"2023-04-01 00:38:45"
"54";"39";"6";"2";"1";"80,00";"30,00";\N;\N
"55";"40";"6";"2";"1";"80,00";"30,00";\N;"2023-04-01 00:39:40"
"56";"41";"6";"2";"1";"80,00";"24,00";\N;\N
"57";"42";"6";"2";"1";"80,00";"30,00";\N;"2023-04-01 00:40:36"
"59";"3";"6";"2";"1";"0,00";\N;\N;\N
"60";"3";"7";"2";"1";"0,00";\N;\N;\N
"61";"44";"8";"2";"1";"120,00";"27,00";\N;\N
"64";"47";"6";"2";"1";"80,00";"30,00";\N;\N
"67";"50";"6";"2";"1";"80,00";"24,00";\N;\N
"68";"51";"6";"1";"1";"0,00";"0,00";\N;\N
"71";"46";"6";"2";"1";"0,00";\N;\N;\N
"75";"56";"6";"2";"1";"80,00";"27,00";\N;\N
"78";"59";"6";"2";"1";"80,00";"30,00";\N;\N
"79";"60";"6";"2";"1";"0,00";\N;\N;\N
"81";"62";"6";"2";"1";"0,00";\N;\N;\N
"82";"63";"6";"2";"1";"80,00";"24,00";\N;\N
"83";"63";"7";"2";"1";"59,00";"15,00";\N;\N
"84";"64";"6";"2";"1";"80,00";"24,00";\N;\N
"86";"66";"6";"2";"1";"80,00";"24,00";\N;\N
"87";"66";"7";"2";"1";"59,00";"15,00";\N;\N
"91";"70";"6";"2";"1";"80,00";"24,00";\N;"2023-03-31 23:14:09"
"93";"72";"6";"2";"1";"80,00";"30,00";\N;"2023-04-01 04:13:44"
"97";"76";"6";"1";"1";"0,00";"0,00";\N;\N
"98";"77";"6";"2";"1";"80,00";"24,00";\N;"2023-04-05 00:07:08"
"99";"54";"6";"2";"1";"0,00";\N;\N;\N
"100";"54";"14";"2";"1";"0,00";\N;\N;\N
"103";"79";"6";"2";"1";"0,00";\N;\N;\N
"104";"80";"6";"2";"1";"80,00";"27,00";\N;\N
"108";"81";"15";"2";"1";"0,00";\N;\N;\N
"111";"82";"22";"2";"1";"80,00";\N;\N;\N
"117";"83";"6";"2";"1";"80,00";"24,00";\N;\N
"118";"83";"12";"2";"1";"150,00";"24,00";\N;\N
"121";"84";"6";"2";"1";"0,00";\N;\N;\N
"122";"84";"7";"2";"1";"0,00";\N;\N;\N
"123";"85";"6";"2";"1";"80,00";"24,00";\N;\N
"124";"86";"6";"2";"1";"80,00";"24,00";\N;\N
"131";"90";"6";"1";"1";"0,00";\N;\N;\N
"132";"91";"6";"2";"1";"0,00";"0,00";\N;\N
"134";"92";"6";"2";"1";"80,00";"24,00";\N;\N
"135";"93";"6";"2";"1";"0,00";"0,00";\N;\N
"136";"94";"6";"2";"1";"80,00";"24,00";\N;\N
"137";"95";"6";"2";"1";"0,00";"0,00";\N;\N
"141";"97";"6";"2";"1";"0,00";\N;\N;\N
"142";"99";"6";"2";"1";"80,00";"24,00";\N;\N
"143";"99";"7";"2";"1";"59,00";"15,00";\N;\N
"144";"100";"6";"2";"1";"0,00";\N;\N;\N
"149";"104";"6";"2";"1";"0,00";\N;\N;\N
"150";"105";"6";"2";"1";"80,00";"24,00";\N;\N
"151";"106";"6";"2";"1";"0,00";\N;\N;\N
"152";"107";"6";"2";"1";"0,00";\N;\N;\N
"154";"109";"6";"2";"1";"0,00";\N;\N;\N
"155";"110";"6";"2";"1";"80,00";"30,00";\N;\N
"158";"113";"6";"2";"1";"80,00";\N;\N;\N
"160";"115";"6";"2";"1";"80,00";"24,00";\N;"2023-04-05 17:46:05"
"161";"115";"7";"2";"1";"59,00";"15,00";\N;"2023-04-05 17:46:05"
"164";"117";"6";"2";"1";"80,00";"27,00";\N;"2023-04-03 17:59:47"
"165";"117";"7";"2";"1";"59,00";"15,00";\N;"2023-04-03 17:59:47"
"171";"122";"6";"1";"1";"0,00";"0,00";\N;\N
"172";"123";"6";"2";"1";"80,00";"27,00";\N;"2023-04-03 18:00:09"
"179";"128";"15";"2";"1";"390,00";"67,00";\N;\N
"183";"132";"6";"1";"1";"0,00";\N;\N;\N
"185";"133";"15";"2";"1";"390,00";"67,00";\N;\N
"191";"137";"6";"2";"1";"0,00";\N;\N;\N
"192";"137";"7";"2";"1";"0,00";\N;\N;\N
"193";"138";"6";"2";"1";"80,00";"30,00";\N;\N
"205";"146";"6";"2";"1";"80,00";"30,00";\N;\N
"207";"148";"6";"2";"1";"80,00";"30,00";\N;\N
"209";"149";"6";"2";"1";"0,00";\N;\N;\N
"210";"150";"6";"2";"1";"80,00";"30,00";\N;\N
"211";"151";"6";"2";"1";"80,00";"27,00";\N;\N
"219";"157";"6";"2";"1";"80,00";"30,00";\N;"2023-04-03 18:01:43"
"220";"158";"6";"2";"1";"80,00";"27,00";\N;\N
"221";"159";"6";"2";"1";"0,00";\N;\N;\N
"222";"160";"6";"2";"1";"80,00";"24,00";\N;"2023-04-13 14:00:39"
"223";"161";"6";"2";"1";"0,00";"0,00";\N;\N
"226";"163";"6";"2";"1";"80,00";"30,00";\N;\N
"229";"165";"6";"2";"1";"80,00";"30,00";\N;\N
"231";"167";"6";"2";"1";"80,00";"30,00";\N;\N
"232";"166";"6";"2";"1";"0,00";\N;\N;\N
"235";"169";"6";"2";"1";"0,00";\N;\N;\N
"236";"170";"6";"1";"1";"0,00";"0,00";\N;\N
"239";"172";"6";"2";"1";"0,00";"0,00";\N;\N
"240";"173";"6";"1";"1";"0,00";"0,00";\N;\N
"242";"155";"6";"1";"1";"0,00";\N;\N;\N
"243";"175";"6";"2";"1";"0,00";"0,00";\N;\N
"244";"176";"6";"2";"1";"0,00";"0,00";\N;\N
"246";"178";"6";"2";"1";"0,00";\N;\N;\N
"251";"179";"6";"2";"1";"0,00";\N;\N;\N
"254";"184";"6";"2";"1";"80,00";"24,00";\N;\N
"257";"185";"6";"2";"1";"80,00";"24,00";\N;\N
"258";"186";"6";"2";"1";"80,00";"27,00";\N;\N
"259";"186";"7";"2";"1";"59,00";"15,00";\N;\N
"260";"187";"6";"2";"1";"80,00";"30,00";\N;\N
"261";"187";"7";"2";"1";"59,00";"15,00";\N;\N
"268";"5";"15";"2";"1";"0,00";\N;\N;\N
"276";"192";"6";"2";"1";"80,00";"30,00";\N;\N
"278";"193";"6";"2";"1";"80,00";"30,00";\N;\N
"279";"193";"7";"2";"1";"59,00";"15,00";\N;\N
"281";"194";"6";"2";"1";"80,00";"30,00";\N;"2023-03-31 15:45:54"
"282";"195";"6";"2";"1";"80,00";"24,00";\N;\N
"283";"195";"7";"2";"1";"59,00";"15,00";\N;\N
"285";"197";"6";"2";"1";"80,00";"30,00";\N;"2023-04-14 21:06:16"
"286";"198";"6";"2";"1";"80,00";"24,00";\N;"2023-04-02 03:36:34"
"288";"199";"6";"2";"1";"0,00";"0,00";\N;\N
"297";"204";"6";"2";"1";"80,00";"24,00";\N;\N
"298";"205";"6";"2";"1";"80,00";"24,00";\N;\N
"299";"205";"7";"2";"1";"59,00";"15,00";\N;\N
"300";"206";"6";"2";"1";"80,00";"30,00";\N;\N
"301";"207";"6";"2";"1";"80,00";"30,00";\N;\N
"302";"207";"7";"2";"1";"59,00";"15,00";\N;\N
"303";"208";"6";"2";"1";"80,00";"30,00";\N;\N
"304";"208";"12";"2";"1";"150,00";"30,00";\N;\N
"306";"210";"6";"2";"1";"80,00";"30,00";\N;"2023-04-01 04:13:51"
"310";"212";"6";"2";"1";"80,00";"24,00";\N;\N
"311";"212";"7";"2";"1";"59,00";"15,00";\N;\N
"312";"213";"6";"2";"1";"80,00";"24,00";\N;\N
"313";"213";"7";"2";"1";"59,00";"15,00";\N;\N
"314";"214";"6";"2";"1";"0,00";\N;\N;\N
"318";"216";"6";"2";"1";"80,00";"24,00";\N;\N
"319";"216";"9";"2";"1";"40,00";"0,00";\N;\N
"324";"219";"6";"2";"1";"80,00";"24,00";\N;\N
"325";"219";"9";"2";"1";"40,00";"0,00";\N;\N
"328";"221";"6";"2";"1";"80,00";"24,00";\N;\N
"329";"221";"9";"2";"1";"40,00";"0,00";\N;\N
"335";"211";"13";"2";"1";"0,00";\N;\N;\N
"338";"225";"6";"2";"1";"80,00";"30,00";\N;\N
"339";"225";"9";"2";"1";"40,00";"0,00";\N;\N
"340";"226";"6";"2";"1";"80,00";"27,00";\N;\N
"341";"226";"9";"2";"1";"40,00";"0,00";\N;\N
"343";"228";"6";"2";"1";"80,00";"24,00";\N;"2023-03-31 23:18:55"
"349";"231";"6";"2";"1";"80,00";"24,00";\N;\N
"350";"231";"14";"2";"1";"250,00";"24,00";\N;\N
"351";"231";"9";"2";"1";"40,00";"40,00";\N;\N
"352";"232";"6";"2";"1";"0,00";"0,00";\N;\N
"353";"233";"6";"2";"1";"0,00";\N;\N;\N
"357";"223";"6";"2";"1";"0,00";\N;\N;\N
"358";"236";"6";"2";"1";"80,00";"30,00";\N;\N
"362";"239";"6";"2";"1";"0,00";\N;\N;\N
"363";"239";"9";"2";"1";"0,00";\N;\N;\N
"365";"240";"6";"2";"1";"80,00";"24,00";\N;"2023-03-31 23:08:18"
"367";"242";"6";"2";"1";"80,00";"27,00";\N;\N
"368";"242";"9";"2";"1";"40,00";"0,00";\N;\N
"369";"243";"6";"2";"1";"80,00";"24,00";\N;"2023-03-31 23:31:31"
"373";"246";"6";"2";"1";"80,00";"24,00";\N;\N
"383";"256";"6";"2";"1";"0,00";\N;\N;\N
"405";"274";"6";"2";"1";"80,00";"24,00";\N;\N
"406";"274";"9";"2";"1";"40,00";"40,00";\N;\N
"413";"241";"6";"2";"1";"0,00";\N;\N;\N
"422";"153";"6";"2";"1";"80,00";"30,00";\N;\N
"426";"280";"6";"2";"1";"80,00";"24,00";\N;\N
"428";"281";"6";"2";"1";"160,00";"10,00";\N;\N
"429";"282";"14";"2";"1";"250,00";\N;\N;\N
"430";"282";"9";"2";"1";"40,00";\N;\N;\N
"433";"183";"6";"2";"1";"0,00";\N;\N;\N
"434";"57";"6";"2";"1";"0,00";\N;\N;\N
"435";"284";"6";"2";"1";"0,00";"0,00";\N;\N
"436";"284";"7";"2";"1";"0,00";"0,00";\N;\N
"437";"285";"6";"2";"1";"0,00";\N;\N;\N
"438";"285";"16";"2";"1";"0,00";\N;\N;\N
"442";"288";"15";"2";"1";"0,00";\N;\N;\N
"443";"288";"9";"2";"1";"0,00";\N;\N;\N
"444";"275";"8";"2";"1";"0,00";\N;\N;\N
"445";"289";"6";"2";"1";"80,00";"24,00";\N;\N
"446";"290";"12";"2";"1";"150,00";"30,00";\N;\N
"451";"293";"6";"2";"1";"80,00";"30,00";\N;"2023-04-02 01:14:57"
"452";"293";"16";"2";"1";"250,00";"45,00";\N;"2023-04-03 18:16:12"
"457";"296";"6";"2";"1";"0,00";"0,00";\N;\N
"460";"298";"6";"2";"1";"80,00";"30,00";\N;\N
"461";"298";"7";"2";"1";"59,00";"15,00";\N;\N
"462";"298";"9";"2";"1";"40,00";"0,00";\N;\N
"465";"300";"7";"2";"1";"0,00";\N;\N;\N
"466";"300";"8";"2";"1";"0,00";\N;\N;\N
"467";"300";"9";"2";"1";"0,00";\N;\N;\N
"468";"301";"6";"2";"1";"80,00";"30,00";\N;"2023-04-04 02:23:37"
"469";"301";"9";"2";"1";"40,00";"40,00";\N;"2023-04-04 02:23:37"
"470";"302";"14";"2";"1";"250,00";"35,00";\N;\N
"480";"308";"6";"2";"1";"0,00";\N;\N;\N
"481";"309";"6";"2";"1";"80,00";"30,00";\N;\N
"482";"310";"6";"2";"1";"80,00";"30,00";\N;"2023-04-04 02:22:04"
"483";"310";"7";"2";"1";"59,00";"15,00";\N;"2023-04-04 02:22:04"
"484";"310";"9";"2";"1";"40,00";"40,00";\N;"2023-04-04 02:22:04"
"485";"311";"6";"2";"1";"80,00";"24,00";\N;\N
"486";"312";"6";"2";"1";"80,00";"24,00";\N;"2023-04-06 02:40:14"
"487";"312";"7";"2";"1";"59,00";"15,00";\N;"2023-04-06 02:40:14"
"488";"313";"6";"2";"1";"80,00";"24,00";\N;"2023-04-06 02:39:56"
"489";"313";"7";"2";"1";"59,00";"15,00";\N;"2023-04-06 02:39:56"
"495";"317";"6";"2";"1";"80,00";"24,00";\N;"2023-04-05 21:35:46"
"496";"318";"6";"2";"1";"80,00";"30,00";\N;\N
"497";"319";"6";"2";"1";"80,00";"30,00";\N;\N
"498";"320";"6";"2";"1";"80,00";"24,00";\N;\N
"499";"320";"7";"2";"1";"59,00";"15,00";\N;\N
"500";"321";"6";"2";"1";"80,00";"30,00";\N;\N
"501";"322";"6";"2";"1";"80,00";"30,00";\N;"2023-03-31 21:06:33"
"502";"323";"6";"2";"1";"80,00";"24,00";\N;"2023-04-24 16:49:48"
"503";"323";"9";"2";"1";"40,00";"40,00";\N;"2023-04-24 16:49:48"
"504";"324";"6";"2";"1";"80,00";"24,00";\N;\N
"505";"324";"7";"2";"1";"59,00";"15,00";\N;\N
"508";"326";"6";"2";"1";"0,00";"0,00";\N;\N
"509";"326";"9";"2";"1";"0,00";"0,00";\N;\N
"510";"327";"6";"1";"1";"0,00";"0,00";\N;\N
"514";"330";"6";"2";"1";"0,00";"0,00";\N;"2023-04-06 16:56:53"
"515";"331";"6";"2";"1";"80,00";"30,00";\N;\N
"516";"331";"10";"2";"1";"15,00";"10,00";\N;\N
"520";"333";"6";"2";"1";"80,00";"24,00";\N;"2023-04-05 03:33:55"
"521";"333";"12";"2";"1";"150,00";"24,00";\N;"2023-04-05 03:33:55"
"522";"334";"6";"2";"1";"80,00";"30,00";\N;"2023-04-01 04:13:31"
"523";"335";"8";"2";"1";"120,00";"35,00";\N;"2023-04-01 04:14:44"
"524";"336";"8";"2";"1";"120,00";"35,00";\N;\N
"525";"337";"6";"2";"1";"0,00";\N;\N;\N
"526";"337";"7";"2";"1";"0,00";\N;\N;\N
"527";"338";"6";"2";"1";"80,00";"24,00";\N;"2023-03-31 16:22:07"
"528";"338";"9";"2";"1";"40,00";"40,00";\N;"2023-03-31 16:22:59"
"530";"303";"6";"1";"1";"0,00";\N;\N;\N
"534";"287";"12";"2";"1";"150,00";"24,00";\N;\N
"535";"340";"6";"2";"1";"80,00";"30,00";\N;"2023-04-04 22:30:59"
"543";"342";"6";"2";"1";"80,00";"30,00";\N;"2023-04-04 22:34:27"
"544";"343";"22";"2";"1";"80,00";\N;\N;\N
"546";"344";"6";"2";"1";"80,00";\N;\N;\N
"547";"345";"15";"2";"1";"0,00";"0,00";\N;\N
"548";"143";"6";"2";"1";"0,00";\N;\N;\N
"549";"143";"11";"2";"1";"0,00";\N;\N;\N
"550";"346";"6";"2";"1";"80,00";"30,00";\N;"2023-04-02 00:11:16"
"553";"349";"8";"2";"1";"0,00";\N;\N;\N
"556";"351";"6";"2";"1";"80,00";"30,00";\N;\N
"565";"353";"6";"2";"1";"80,00";"24,00";\N;\N
"567";"355";"6";"2";"1";"80,00";"24,00";\N;\N
"569";"356";"6";"2";"1";"80,00";"30,00";\N;"2023-03-31 21:03:25"
"573";"358";"6";"2";"1";"80,00";"30,00";\N;"2023-04-02 00:09:03"
"574";"359";"6";"2";"1";"80,00";"24,00";\N;\N
"575";"360";"6";"2";"1";"80,00";"30,00";\N;\N
"576";"348";"6";"2";"1";"0,00";\N;\N;\N
"577";"361";"6";"2";"1";"80,00";"24,00";\N;\N
"580";"363";"6";"2";"1";"80,00";"24,00";\N;\N
"581";"363";"10";"2";"1";"15,00";"15,00";\N;\N
"585";"366";"6";"2";"1";"80,00";"27,00";\N;\N
"586";"367";"6";"2";"1";"80,00";"24,00";\N;\N
"587";"368";"6";"2";"1";"80,00";"30,00";\N;\N
"588";"369";"6";"2";"1";"80,00";"27,00";\N;\N
"589";"370";"6";"2";"1";"80,00";"30,00";\N;\N
"591";"372";"6";"2";"1";"80,00";"24,00";\N;\N
"592";"373";"8";"2";"1";"120,00";"35,00";\N;\N
"593";"374";"6";"2";"1";"80,00";"27,00";\N;\N
"594";"375";"6";"2";"1";"80,00";"30,00";\N;\N
"595";"376";"6";"2";"1";"80,00";"30,00";\N;\N
"596";"377";"6";"2";"1";"80,00";"30,00";\N;\N
"597";"378";"6";"2";"1";"80,00";"27,00";\N;\N
"598";"379";"6";"2";"1";"80,00";"24,00";\N;\N
"599";"380";"6";"2";"1";"80,00";"30,00";\N;\N
"602";"383";"6";"2";"1";"80,00";"27,00";\N;\N
"603";"384";"6";"2";"1";"80,00";"30,00";\N;\N
"604";"385";"6";"2";"1";"80,00";"24,00";\N;\N
"605";"386";"6";"2";"1";"80,00";"30,00";\N;\N
"606";"387";"6";"2";"1";"80,00";"30,00";\N;\N
"607";"388";"6";"2";"1";"80,00";"24,00";\N;\N
"608";"389";"6";"2";"1";"80,00";"30,00";\N;\N
"609";"390";"6";"2";"1";"80,00";"30,00";\N;\N
"610";"391";"6";"2";"1";"80,00";"30,00";\N;\N
"612";"393";"6";"2";"1";"80,00";"24,00";\N;\N
"613";"394";"6";"2";"1";"80,00";"24,00";\N;\N
"614";"395";"6";"2";"1";"80,00";"24,00";\N;\N
"615";"396";"6";"2";"1";"80,00";"24,00";\N;\N
"616";"397";"6";"2";"1";"80,00";"27,00";\N;\N
"617";"398";"6";"2";"1";"80,00";"24,00";\N;\N
"618";"399";"6";"2";"1";"80,00";"30,00";\N;\N
"619";"400";"6";"2";"1";"80,00";"24,00";\N;\N
"620";"401";"6";"2";"1";"80,00";"30,00";\N;\N
"621";"402";"6";"2";"1";"80,00";"27,00";\N;\N
"622";"403";"6";"2";"1";"80,00";"10,00";\N;\N
"623";"404";"6";"2";"1";"80,00";"30,00";\N;\N
"624";"405";"6";"2";"1";"80,00";"27,00";\N;\N
"625";"406";"6";"2";"1";"80,00";"24,00";\N;\N
"626";"407";"6";"2";"1";"80,00";"30,00";\N;\N
"627";"408";"6";"2";"1";"80,00";"24,00";\N;\N
"628";"409";"6";"2";"1";"80,00";"24,00";\N;\N
"630";"411";"6";"2";"1";"80,00";"30,00";\N;\N
"631";"412";"6";"2";"1";"80,00";"27,00";\N;\N
"632";"413";"6";"2";"1";"80,00";"24,00";\N;\N
"633";"414";"6";"2";"1";"80,00";"10,00";\N;\N
"634";"415";"6";"2";"1";"80,00";"30,00";\N;\N
"635";"416";"6";"2";"1";"80,00";"30,00";\N;\N
"636";"417";"6";"2";"1";"80,00";"24,00";\N;\N
"638";"419";"6";"2";"1";"80,00";"30,00";\N;\N
"639";"420";"6";"2";"1";"80,00";"24,00";\N;\N
"640";"421";"6";"2";"1";"80,00";"30,00";\N;\N
"642";"423";"6";"2";"1";"80,00";"30,00";\N;\N
"643";"424";"6";"2";"1";"80,00";"24,00";\N;\N
"644";"425";"6";"2";"1";"80,00";"24,00";\N;\N
"645";"426";"6";"2";"1";"80,00";"27,00";\N;\N
"647";"428";"6";"2";"1";"80,00";"24,00";\N;\N
"648";"429";"6";"2";"1";"80,00";"27,00";\N;\N
"649";"430";"6";"2";"1";"80,00";"30,00";\N;\N
"650";"431";"6";"2";"1";"80,00";"30,00";\N;\N
"651";"432";"6";"2";"1";"80,00";"27,00";\N;\N
"652";"433";"6";"2";"1";"80,00";"30,00";\N;\N
"653";"434";"6";"2";"1";"80,00";"24,00";\N;\N
"654";"435";"6";"2";"1";"80,00";"30,00";\N;\N
"655";"436";"6";"2";"1";"80,00";"30,00";\N;\N
"656";"437";"6";"2";"1";"80,00";"30,00";\N;\N
"658";"439";"6";"2";"1";"80,00";"30,00";\N;\N
"659";"440";"6";"2";"1";"80,00";"30,00";\N;\N
"660";"441";"6";"2";"1";"80,00";"24,00";\N;\N
"661";"442";"6";"2";"1";"80,00";"27,00";\N;\N
"664";"445";"6";"2";"1";"80,00";"27,00";\N;\N
"666";"447";"6";"2";"1";"80,00";"24,00";\N;\N
"667";"448";"6";"2";"1";"80,00";"10,00";\N;\N
"668";"449";"6";"2";"1";"80,00";"30,00";\N;\N
"669";"450";"6";"2";"1";"80,00";"24,00";\N;\N
"670";"451";"6";"2";"1";"80,00";"27,00";\N;\N
"671";"452";"6";"2";"1";"80,00";"24,00";\N;\N
"672";"453";"6";"2";"1";"80,00";"27,00";\N;\N
"673";"454";"6";"2";"1";"80,00";"30,00";\N;\N
"674";"455";"6";"2";"1";"80,00";"30,00";\N;\N
"675";"456";"6";"2";"1";"80,00";"24,00";\N;\N
"676";"457";"6";"2";"1";"80,00";"24,00";\N;\N
"677";"458";"6";"2";"1";"80,00";"27,00";\N;\N
"678";"459";"6";"2";"1";"80,00";"24,00";\N;\N
"679";"460";"6";"2";"1";"80,00";"30,00";\N;\N
"681";"462";"6";"2";"1";"80,00";"24,00";\N;\N
"682";"463";"6";"2";"1";"80,00";"24,00";\N;\N
"683";"464";"6";"2";"1";"80,00";"30,00";\N;\N
"684";"465";"6";"2";"1";"80,00";"27,00";\N;\N
"685";"466";"6";"2";"1";"80,00";"27,00";\N;\N
"686";"467";"6";"2";"1";"80,00";"24,00";\N;\N
"687";"468";"6";"2";"1";"80,00";"30,00";\N;\N
"688";"469";"6";"2";"1";"80,00";"30,00";\N;\N
"689";"470";"6";"2";"1";"80,00";"30,00";\N;\N
"690";"471";"6";"2";"1";"80,00";"24,00";\N;\N
"691";"472";"6";"2";"1";"80,00";"27,00";\N;\N
"692";"473";"6";"2";"1";"80,00";"30,00";\N;\N
"693";"474";"6";"2";"1";"80,00";"30,00";\N;\N
"694";"475";"6";"2";"1";"80,00";"27,00";\N;\N
"696";"477";"6";"2";"1";"80,00";"30,00";\N;\N
"697";"478";"6";"2";"1";"80,00";"24,00";\N;\N
"698";"479";"6";"2";"1";"80,00";"30,00";\N;\N
"699";"480";"6";"2";"1";"80,00";"24,00";\N;\N
"701";"482";"6";"2";"1";"80,00";"24,00";\N;\N
"703";"484";"6";"2";"1";"80,00";"24,00";\N;\N
"704";"485";"6";"2";"1";"80,00";"24,00";\N;\N
"705";"486";"6";"2";"1";"80,00";"27,00";\N;\N
"706";"487";"6";"2";"1";"80,00";"30,00";\N;\N
"707";"488";"6";"2";"1";"80,00";"24,00";\N;\N
"708";"489";"6";"2";"1";"80,00";"30,00";\N;\N
"709";"490";"6";"2";"1";"80,00";"24,00";\N;\N
"710";"491";"6";"2";"1";"80,00";"30,00";\N;\N
"711";"492";"6";"2";"1";"80,00";"30,00";\N;\N
"712";"493";"6";"2";"1";"80,00";"24,00";\N;\N
"713";"494";"6";"2";"1";"80,00";"24,00";\N;\N
"714";"495";"6";"2";"1";"80,00";"24,00";\N;\N
"715";"496";"6";"2";"1";"80,00";"24,00";\N;\N
"716";"497";"6";"2";"1";"80,00";"10,00";\N;\N
"717";"498";"6";"2";"1";"80,00";"24,00";\N;\N
"718";"499";"6";"2";"1";"80,00";"24,00";\N;\N
"719";"500";"6";"2";"1";"80,00";"30,00";\N;\N
"720";"501";"6";"2";"1";"80,00";"30,00";\N;\N
"721";"502";"6";"2";"1";"80,00";"30,00";\N;\N
"722";"503";"6";"2";"1";"80,00";"24,00";\N;\N
"723";"504";"6";"2";"1";"80,00";"30,00";\N;\N
"725";"506";"6";"2";"1";"80,00";"30,00";\N;\N
"728";"509";"6";"2";"1";"80,00";"24,00";\N;\N
"729";"510";"6";"2";"1";"80,00";"30,00";\N;\N
"730";"511";"6";"2";"1";"80,00";"24,00";\N;\N
"731";"512";"6";"2";"1";"80,00";"30,00";\N;\N
"732";"513";"6";"2";"1";"80,00";"24,00";\N;\N
"733";"514";"6";"2";"1";"80,00";"30,00";\N;\N
"734";"515";"6";"2";"1";"80,00";"24,00";\N;\N
"735";"516";"6";"2";"1";"80,00";"27,00";\N;\N
"736";"517";"6";"2";"1";"80,00";"24,00";\N;\N
"737";"518";"6";"2";"1";"80,00";"30,00";\N;\N
"738";"519";"6";"2";"1";"80,00";"30,00";\N;\N
"739";"520";"6";"2";"1";"80,00";"27,00";\N;\N
"740";"521";"6";"2";"1";"80,00";"30,00";\N;\N
"741";"522";"6";"2";"1";"80,00";"30,00";\N;\N
"743";"524";"6";"2";"1";"80,00";"30,00";\N;\N
"744";"525";"6";"2";"1";"80,00";"27,00";\N;\N
"745";"526";"6";"2";"1";"80,00";"24,00";\N;\N
"746";"527";"6";"2";"1";"80,00";"24,00";\N;\N
"748";"529";"6";"2";"1";"80,00";"30,00";\N;\N
"749";"530";"6";"2";"1";"80,00";"24,00";\N;\N
"750";"531";"6";"2";"1";"80,00";"27,00";\N;\N
"751";"532";"6";"2";"1";"80,00";"30,00";\N;\N
"752";"533";"6";"2";"1";"80,00";"24,00";\N;\N
"754";"535";"6";"2";"1";"80,00";"30,00";\N;\N
"755";"536";"6";"2";"1";"80,00";"30,00";\N;\N
"756";"537";"6";"2";"1";"80,00";"30,00";\N;\N
"757";"538";"6";"2";"1";"80,00";"24,00";\N;\N
"758";"539";"6";"2";"1";"80,00";"24,00";\N;\N
"759";"540";"6";"2";"1";"80,00";"24,00";\N;\N
"760";"541";"6";"2";"1";"80,00";"30,00";\N;\N
"761";"542";"6";"2";"1";"80,00";"30,00";\N;\N
"762";"543";"6";"2";"1";"80,00";"24,00";\N;\N
"763";"544";"6";"2";"1";"80,00";"24,00";\N;\N
"764";"545";"6";"2";"1";"80,00";"30,00";\N;\N
"765";"546";"6";"2";"1";"80,00";"30,00";\N;\N
"766";"547";"6";"2";"1";"80,00";"30,00";\N;\N
"767";"548";"6";"2";"1";"80,00";"24,00";\N;\N
"768";"549";"6";"2";"1";"80,00";"24,00";\N;\N
"769";"550";"6";"2";"1";"80,00";"24,00";\N;\N
"770";"551";"6";"2";"1";"80,00";"24,00";\N;\N
"771";"552";"6";"2";"1";"80,00";"30,00";\N;\N
"772";"553";"6";"2";"1";"80,00";"30,00";\N;\N
"773";"554";"6";"2";"1";"80,00";"30,00";\N;\N
"774";"555";"6";"2";"1";"80,00";"30,00";\N;\N
"775";"556";"6";"2";"1";"80,00";"30,00";\N;\N
"776";"557";"6";"2";"1";"80,00";"10,00";\N;\N
"777";"558";"6";"2";"1";"80,00";"27,00";\N;\N
"778";"559";"6";"2";"1";"80,00";"30,00";\N;\N
"779";"560";"6";"2";"1";"80,00";"24,00";\N;\N
"780";"561";"6";"2";"1";"80,00";"24,00";\N;\N
"781";"562";"6";"2";"1";"80,00";"24,00";\N;\N
"782";"563";"6";"2";"1";"80,00";"24,00";\N;\N
"785";"566";"6";"2";"1";"80,00";"27,00";\N;\N
