"id";"id_cliente";"id_tipo_servico";"valor";"valor_fornecedor"
"17528";"246";"15";"450,00";"0,00"
"17529";"246";"14";"350,00";"0,00"
"17530";"246";"13";"290,00";"0,00"
"17531";"246";"12";"190,00";"0,00"
"17532";"246";"11";"129,00";"0,00"
"17533";"246";"10";"15,00";"0,00"
"17534";"246";"9";"40,00";"0,00"
"17535";"246";"8";"160,00";"0,00"
"17536";"246";"7";"59,00";"0,00"
"17537";"246";"6";"79,00";"0,00"
"17538";"250";"23";"700,00";"0,00"
"17539";"250";"22";"95,00";"0,00"
"17540";"250";"21";"47,50";"0,00"
"17541";"250";"20";"30,00";"0,00"
"17542";"250";"19";"95,00";"0,00"
"17543";"250";"17";"200,00";"0,00"
"17544";"250";"16";"290,00";"0,00"
"17545";"250";"15";"450,00";"0,00"
"17546";"250";"14";"350,00";"0,00"
"17547";"250";"13";"290,00";"0,00"
"17548";"250";"12";"190,00";"0,00"
"17549";"250";"11";"129,00";"0,00"
"17550";"250";"10";"15,00";"0,00"
"17551";"250";"9";"40,00";"0,00"
"17552";"250";"8";"160,00";"0,00"
"17553";"250";"7";"59,00";"0,00"
"17554";"250";"6";"79,00";"0,00"
"17555";"251";"23";"700,00";"0,00"
"17556";"251";"22";"95,00";"0,00"
"17557";"251";"21";"47,50";"0,00"
"17558";"251";"20";"30,00";"0,00"
"17559";"251";"19";"95,00";"0,00"
"17560";"251";"17";"200,00";"0,00"
"17561";"251";"16";"290,00";"0,00"
"17562";"251";"15";"450,00";"0,00"
"17563";"251";"14";"350,00";"0,00"
"17564";"251";"13";"290,00";"0,00"
"17565";"251";"12";"190,00";"0,00"
"17566";"251";"11";"129,00";"0,00"
"17567";"251";"10";"15,00";"0,00"
"17568";"251";"9";"40,00";"0,00"
"17569";"251";"8";"160,00";"0,00"
"17570";"251";"7";"59,00";"0,00"
"17571";"251";"6";"95,00";"0,00"
"17572";"254";"23";"700,00";"0,00"
"17573";"254";"22";"95,00";"0,00"
"17574";"254";"21";"47,50";"0,00"
"17575";"254";"20";"30,00";"0,00"
"17576";"254";"19";"95,00";"0,00"
"17577";"254";"17";"200,00";"0,00"
"17578";"254";"16";"290,00";"0,00"
"17579";"254";"15";"450,00";"0,00"
"17580";"254";"14";"350,00";"0,00"
"17581";"254";"13";"290,00";"0,00"
"17582";"254";"12";"190,00";"0,00"
"17583";"254";"11";"129,00";"0,00"
"17584";"254";"10";"15,00";"0,00"
"17585";"254";"9";"40,00";"0,00"
"17586";"254";"8";"160,00";"0,00"
"17587";"254";"7";"59,00";"0,00"
"17588";"254";"6";"95,00";"0,00"
"17589";"255";"23";"700,00";\N
"17590";"255";"22";"95,00";\N
"17591";"255";"21";"47,50";\N
"17592";"255";"20";"30,00";\N
"17593";"255";"19";"95,00";\N
"17594";"255";"17";"200,00";\N
"17595";"255";"16";"290,00";\N
"17596";"255";"15";"450,00";\N
"17597";"255";"14";"350,00";\N
"17598";"255";"13";"290,00";\N
"17599";"255";"12";"190,00";\N
"17600";"255";"11";"129,00";\N
"17601";"255";"10";"15,00";\N
"17602";"255";"9";"40,00";\N
"17603";"255";"8";"160,00";\N
"17604";"255";"7";"59,00";\N
"17605";"255";"6";"95,00";\N
"17606";"257";"23";"700,00";"0,00"
"17607";"257";"22";"95,00";"0,00"
"17608";"257";"21";"47,50";"0,00"
"17609";"257";"20";"30,00";"0,00"
"17610";"257";"19";"95,00";"0,00"
"17611";"257";"17";"200,00";"0,00"
"17612";"257";"16";"290,00";"0,00"
"17613";"257";"15";"450,00";"0,00"
"17614";"257";"14";"350,00";"0,00"
"17615";"257";"13";"290,00";"0,00"
"17616";"257";"12";"190,00";"0,00"
"17617";"257";"11";"129,00";"0,00"
"17618";"257";"10";"15,00";"0,00"
"17619";"257";"9";"40,00";"0,00"
"17620";"257";"8";"160,00";"0,00"
"17621";"257";"7";"59,00";"0,00"
"17622";"257";"6";"79,00";"0,00"
"17623";"258";"23";"700,00";\N
"17624";"258";"22";"95,00";\N
"17625";"258";"21";"47,50";\N
"17626";"258";"20";"30,00";\N
"17627";"258";"19";"95,00";\N
"17628";"258";"17";"200,00";\N
"17629";"258";"16";"290,00";\N
"17630";"258";"15";"450,00";\N
"17631";"258";"14";"350,00";\N
"17632";"258";"13";"290,00";\N
"17633";"258";"12";"190,00";\N
"17634";"258";"11";"129,00";\N
"17635";"258";"10";"15,00";\N
"17636";"258";"9";"40,00";\N
"17637";"258";"8";"160,00";\N
"17638";"258";"7";"59,00";\N
"17639";"258";"6";"95,00";\N
"17640";"259";"23";"700,00";\N
"17641";"259";"22";"95,00";\N
"17642";"259";"21";"47,50";\N
"17643";"259";"20";"30,00";\N
"17644";"259";"19";"95,00";\N
"17645";"259";"17";"200,00";\N
"17646";"259";"16";"290,00";\N
"17647";"259";"15";"450,00";\N
"17648";"259";"14";"350,00";\N
"17649";"259";"13";"290,00";\N
"17650";"259";"12";"190,00";\N
"17651";"259";"11";"129,00";\N
"17652";"259";"10";"15,00";\N
"17653";"259";"9";"40,00";\N
"17654";"259";"8";"160,00";\N
"17655";"259";"7";"59,00";\N
"17656";"259";"6";"95,00";\N
"17657";"260";"23";"700,00";"0,00"
"17658";"260";"22";"95,00";"0,00"
"17659";"260";"21";"47,50";"0,00"
"17660";"260";"20";"30,00";"0,00"
"17661";"260";"19";"95,00";"0,00"
"17662";"260";"17";"200,00";"0,00"
"17663";"260";"16";"290,00";"0,00"
"17664";"260";"15";"450,00";"0,00"
"17665";"260";"14";"350,00";"0,00"
"17666";"260";"13";"290,00";"0,00"
"17667";"260";"12";"190,00";"0,00"
"17668";"260";"11";"129,00";"0,00"
"17669";"260";"10";"15,00";"0,00"
"17670";"260";"9";"40,00";"0,00"
"17671";"260";"8";"160,00";"0,00"
"17672";"260";"7";"59,00";"0,00"
"17673";"260";"6";"79,00";"0,00"
"17674";"262";"23";"700,00";"0,00"
"17675";"262";"22";"95,00";"0,00"
"17676";"262";"21";"47,50";"0,00"
"17677";"262";"20";"30,00";"0,00"
"17678";"262";"19";"95,00";"0,00"
"17679";"262";"17";"200,00";"0,00"
"17680";"262";"16";"290,00";"0,00"
"17681";"262";"15";"450,00";"0,00"
"17682";"262";"14";"350,00";"0,00"
"17683";"262";"13";"290,00";"0,00"
"17684";"262";"12";"190,00";"0,00"
"17685";"262";"11";"129,00";"0,00"
"17686";"262";"10";"15,00";"0,00"
"17687";"262";"9";"40,00";"0,00"
"17688";"262";"8";"160,00";"0,00"
"17689";"262";"7";"59,00";"0,00"
"17690";"262";"6";"79,00";"0,00"
"17691";"263";"23";"700,00";"0,00"
"17692";"263";"22";"95,00";"0,00"
"17693";"263";"21";"47,50";"0,00"
"17694";"263";"20";"30,00";"0,00"
"17695";"263";"19";"95,00";"0,00"
"17696";"263";"17";"200,00";"0,00"
"17697";"263";"16";"290,00";"0,00"
"17698";"263";"15";"450,00";"0,00"
"17699";"263";"14";"350,00";"0,00"
"17700";"263";"13";"290,00";"0,00"
"17701";"263";"12";"190,00";"0,00"
"17702";"263";"11";"129,00";"0,00"
"17703";"263";"10";"15,00";"0,00"
"17704";"263";"9";"40,00";"0,00"
"17705";"263";"8";"160,00";"0,00"
"17706";"263";"7";"59,00";"0,00"
"17707";"263";"6";"79,00";"0,00"
"17708";"264";"23";"700,00";\N
"17709";"264";"22";"95,00";\N
"17710";"264";"21";"47,50";\N
"17711";"264";"20";"30,00";\N
"17712";"264";"19";"95,00";\N
"17713";"264";"17";"200,00";\N
"17714";"264";"16";"290,00";\N
"17715";"264";"15";"450,00";\N
"17716";"264";"14";"350,00";\N
"17717";"264";"13";"290,00";\N
"17718";"264";"12";"190,00";\N
"17719";"264";"11";"129,00";\N
"17720";"264";"10";"15,00";\N
"17721";"264";"9";"40,00";\N
"17722";"264";"8";"160,00";\N
"17723";"264";"7";"59,00";\N
"17724";"264";"6";"95,00";\N
"17725";"271";"23";"700,00";\N
"17726";"271";"22";"95,00";\N
"17727";"271";"21";"47,50";\N
"17728";"271";"20";"30,00";\N
"17729";"271";"19";"95,00";\N
"17730";"271";"17";"200,00";\N
"17731";"271";"16";"290,00";\N
"17732";"271";"15";"450,00";\N
"17733";"271";"14";"350,00";\N
"17734";"271";"13";"290,00";\N
"17735";"271";"12";"190,00";\N
"17736";"271";"11";"129,00";\N
"17737";"271";"10";"15,00";\N
"17738";"271";"9";"40,00";\N
"17739";"271";"8";"160,00";\N
"17740";"271";"7";"59,00";\N
"17741";"271";"6";"95,00";\N
"17742";"275";"23";"700,00";\N
"17743";"275";"22";"95,00";\N
"17744";"275";"21";"47,50";\N
"17745";"275";"20";"30,00";\N
"17746";"275";"19";"95,00";\N
"17747";"275";"17";"200,00";\N
"17748";"275";"16";"290,00";\N
"17749";"275";"15";"450,00";\N
"17750";"275";"14";"350,00";\N
"17751";"275";"13";"290,00";\N
"17752";"275";"12";"190,00";\N
"17753";"275";"11";"129,00";\N
"17754";"275";"10";"15,00";\N
"17755";"275";"9";"40,00";\N
"17756";"275";"8";"160,00";\N
"17757";"275";"7";"59,00";\N
"17758";"275";"6";"95,00";\N
"17759";"276";"23";"700,00";"0,00"
"17760";"276";"22";"95,00";"0,00"
"17761";"276";"21";"47,50";"0,00"
"17762";"276";"20";"30,00";"0,00"
"17763";"276";"19";"95,00";"0,00"
"17764";"276";"17";"200,00";"0,00"
"17765";"276";"16";"290,00";"0,00"
"17766";"276";"15";"450,00";"0,00"
"17767";"276";"14";"350,00";"0,00"
"17768";"276";"13";"290,00";"0,00"
"17769";"276";"12";"190,00";"0,00"
"17770";"276";"11";"129,00";"0,00"
"17771";"276";"10";"15,00";"0,00"
"17772";"276";"9";"40,00";"0,00"
"17773";"276";"8";"160,00";"0,00"
"17774";"276";"7";"59,00";"0,00"
"17775";"276";"6";"79,00";"0,00"
"17776";"277";"23";"700,00";\N
"17777";"277";"22";"95,00";\N
"17778";"277";"21";"47,50";\N
"17779";"277";"20";"30,00";\N
"17780";"277";"19";"95,00";\N
"17781";"277";"17";"200,00";\N
"17782";"277";"16";"290,00";\N
"17783";"277";"15";"450,00";\N
"17784";"277";"14";"350,00";\N
"17785";"277";"13";"290,00";\N
"17786";"277";"12";"190,00";\N
"17787";"277";"11";"129,00";\N
"17788";"277";"10";"15,00";\N
"17789";"277";"9";"40,00";\N
"17790";"277";"8";"160,00";\N
"17791";"277";"7";"59,00";\N
"17792";"277";"6";"95,00";\N
"17793";"278";"23";"700,00";\N
"17794";"278";"22";"95,00";\N
"17795";"278";"21";"47,50";\N
"17796";"278";"20";"30,00";\N
"17797";"278";"19";"95,00";\N
"17798";"278";"17";"200,00";\N
"17799";"278";"16";"290,00";\N
"17800";"278";"15";"450,00";\N
"17801";"278";"14";"350,00";\N
"17802";"278";"13";"290,00";\N
"17803";"278";"12";"190,00";\N
"17804";"278";"11";"129,00";\N
"17805";"278";"10";"15,00";\N
"17806";"278";"9";"40,00";\N
"17807";"278";"8";"160,00";\N
"17808";"278";"7";"59,00";\N
"17809";"278";"6";"95,00";\N
"17810";"282";"23";"700,00";"0,00"
"17811";"282";"22";"95,00";"0,00"
"17812";"282";"21";"47,50";"0,00"
"17813";"282";"20";"30,00";"0,00"
"17814";"282";"19";"95,00";"0,00"
"17815";"282";"17";"200,00";"0,00"
"17816";"282";"16";"290,00";"0,00"
"17817";"282";"15";"450,00";"0,00"
"17818";"282";"14";"350,00";"0,00"
"17819";"282";"13";"290,00";"0,00"
"17820";"282";"12";"190,00";"0,00"
"17821";"282";"11";"129,00";"0,00"
"17822";"282";"10";"15,00";"0,00"
"17823";"282";"9";"40,00";"0,00"
"17824";"282";"8";"160,00";"0,00"
"17825";"282";"7";"59,00";"0,00"
"17826";"282";"6";"79,00";"0,00"
"17827";"283";"23";"700,00";"0,00"
"17828";"283";"22";"95,00";"0,00"
"17829";"283";"21";"47,50";"0,00"
"17830";"283";"20";"30,00";"0,00"
"17831";"283";"19";"95,00";"0,00"
"17832";"283";"17";"200,00";"0,00"
"17833";"283";"16";"290,00";"0,00"
"17834";"283";"15";"450,00";"0,00"
"17835";"283";"14";"350,00";"0,00"
"17836";"283";"13";"290,00";"0,00"
"17837";"283";"12";"190,00";"0,00"
"17838";"283";"11";"129,00";"0,00"
"17839";"283";"10";"15,00";"0,00"
"17840";"283";"9";"40,00";"0,00"
"17841";"283";"8";"160,00";"0,00"
"17842";"283";"7";"59,00";"0,00"
"17843";"283";"6";"79,00";"0,00"
"17844";"284";"23";"700,00";"0,00"
"17845";"284";"22";"95,00";"0,00"
"17846";"284";"21";"47,50";"0,00"
"17847";"284";"20";"30,00";"0,00"
"17848";"284";"19";"95,00";"0,00"
"17849";"284";"17";"200,00";"0,00"
"17850";"284";"16";"290,00";"0,00"
"17851";"284";"15";"450,00";"0,00"
"17852";"284";"14";"350,00";"0,00"
"17853";"284";"13";"290,00";"0,00"
"17854";"284";"12";"190,00";"0,00"
"17855";"284";"11";"129,00";"0,00"
"17856";"284";"10";"15,00";"0,00"
"17857";"284";"9";"40,00";"0,00"
"17858";"284";"8";"160,00";"0,00"
"17859";"284";"7";"59,00";"0,00"
"17860";"284";"6";"79,00";"0,00"
"17861";"286";"23";"700,00";"0,00"
"17862";"286";"22";"79,00";"0,00"
"17863";"286";"21";"47,50";"0,00"
"17864";"286";"20";"30,00";"0,00"
"17865";"286";"19";"79,00";"0,00"
"17866";"286";"17";"200,00";"0,00"
"17867";"286";"16";"290,00";"0,00"
"17868";"286";"15";"450,00";"0,00"
"17869";"286";"14";"350,00";"0,00"
"17870";"286";"13";"290,00";"0,00"
"17871";"286";"12";"190,00";"0,00"
"17872";"286";"11";"129,00";"0,00"
"17873";"286";"10";"15,00";"0,00"
"17874";"286";"9";"40,00";"0,00"
"17875";"286";"8";"160,00";"0,00"
"17876";"286";"7";"59,00";"0,00"
"17877";"286";"6";"79,00";"0,00"
"17878";"287";"23";"700,00";\N
"17879";"287";"22";"95,00";\N
"17880";"287";"21";"47,50";\N
"17881";"287";"20";"30,00";\N
"17882";"287";"19";"95,00";\N
"17883";"287";"17";"200,00";\N
"17884";"287";"16";"290,00";\N
"17885";"287";"15";"450,00";\N
"17886";"287";"14";"350,00";\N
"17887";"287";"13";"290,00";\N
"17888";"287";"12";"190,00";\N
"17889";"287";"11";"129,00";\N
"17890";"287";"10";"15,00";\N
"17891";"287";"9";"40,00";\N
"17892";"287";"8";"160,00";\N
"17893";"287";"7";"59,00";\N
"17894";"287";"6";"95,00";\N
"17895";"288";"23";"700,00";\N
"17896";"288";"22";"95,00";\N
"17897";"288";"21";"47,50";\N
"17898";"288";"20";"30,00";\N
"17899";"288";"19";"95,00";\N
"17900";"288";"17";"200,00";\N
"17901";"288";"16";"290,00";\N
"17902";"288";"15";"450,00";\N
"17903";"288";"14";"350,00";\N
"17904";"288";"13";"290,00";\N
"17905";"288";"12";"190,00";\N
"17906";"288";"11";"129,00";\N
"17907";"288";"10";"15,00";\N
"17908";"288";"9";"40,00";\N
"17909";"288";"8";"160,00";\N
"17910";"288";"7";"59,00";\N
"17911";"288";"6";"95,00";\N
"17912";"290";"23";"700,00";"0,00"
"17913";"290";"22";"95,00";"0,00"
"17914";"290";"21";"47,50";"0,00"
"17915";"290";"20";"30,00";"0,00"
"17916";"290";"19";"95,00";"0,00"
"17917";"290";"17";"200,00";"0,00"
"17918";"290";"16";"290,00";"0,00"
"17919";"290";"15";"450,00";"0,00"
"17920";"290";"14";"350,00";"0,00"
"17921";"290";"13";"290,00";"0,00"
"17922";"290";"12";"190,00";"0,00"
"17923";"290";"11";"129,00";"0,00"
"17924";"290";"10";"15,00";"0,00"
"17925";"290";"9";"40,00";"0,00"
"17926";"290";"8";"160,00";"0,00"
"17927";"290";"7";"59,00";"0,00"
"17928";"290";"6";"79,00";"0,00"
"17929";"292";"23";"700,00";\N
"17930";"292";"22";"95,00";\N
"17931";"292";"21";"47,50";\N
"17932";"292";"20";"30,00";\N
"17933";"292";"19";"95,00";\N
"17934";"292";"17";"200,00";\N
"17935";"292";"16";"290,00";\N
"17936";"292";"15";"450,00";\N
"17937";"292";"14";"350,00";\N
"17938";"292";"13";"290,00";\N
"17939";"292";"12";"190,00";\N
"17940";"292";"11";"129,00";\N
"17941";"292";"10";"15,00";\N
"17942";"292";"9";"40,00";\N
"17943";"292";"8";"160,00";\N
"17944";"292";"7";"59,00";\N
"17945";"292";"6";"95,00";\N
"17946";"299";"23";"700,00";"0,00"
"17947";"299";"22";"95,00";"0,00"
"17948";"299";"21";"47,50";"0,00"
"17949";"299";"20";"30,00";"0,00"
"17950";"299";"19";"95,00";"0,00"
"17951";"299";"17";"200,00";"0,00"
"17952";"299";"16";"290,00";"0,00"
"17953";"299";"15";"450,00";"0,00"
"17954";"299";"14";"350,00";"0,00"
"17955";"299";"13";"290,00";"0,00"
"17956";"299";"12";"190,00";"0,00"
"17957";"299";"11";"129,00";"0,00"
"17958";"299";"10";"15,00";"0,00"
"17959";"299";"9";"40,00";"0,00"
"17960";"299";"8";"160,00";"0,00"
"17961";"299";"7";"59,00";"0,00"
"17962";"299";"6";"79,00";"0,00"
"17963";"301";"23";"700,00";\N
"17964";"301";"22";"95,00";\N
"17965";"301";"21";"47,50";\N
"17966";"301";"20";"30,00";\N
"17967";"301";"19";"95,00";\N
"17968";"301";"17";"200,00";\N
"17969";"301";"16";"290,00";\N
"17970";"301";"15";"450,00";\N
"17971";"301";"14";"350,00";\N
"17972";"301";"13";"290,00";\N
"17973";"301";"12";"190,00";\N
"17974";"301";"11";"129,00";\N
"17975";"301";"10";"15,00";\N
"17976";"301";"9";"40,00";\N
"17977";"301";"8";"160,00";\N
"17978";"301";"7";"59,00";\N
"17979";"301";"6";"95,00";\N
"17980";"302";"23";"700,00";\N
"17981";"302";"22";"95,00";\N
"17982";"302";"21";"47,50";\N
"17983";"302";"20";"30,00";\N
"17984";"302";"19";"95,00";\N
"17985";"302";"17";"200,00";\N
"17986";"302";"16";"290,00";\N
"17987";"302";"15";"450,00";\N
"17988";"302";"14";"350,00";\N
"17989";"302";"13";"290,00";\N
"17990";"302";"12";"190,00";\N
"17991";"302";"11";"129,00";\N
"17992";"302";"10";"15,00";\N
"17993";"302";"9";"40,00";\N
"17994";"302";"8";"160,00";\N
"17995";"302";"7";"59,00";\N
"17996";"302";"6";"95,00";\N
"17997";"303";"23";"700,00";"0,00"
"17998";"303";"22";"95,00";"0,00"
"17999";"303";"21";"47,50";"0,00"
"18000";"303";"20";"30,00";"0,00"
"18001";"303";"19";"95,00";"0,00"
"18002";"303";"17";"200,00";"0,00"
"18003";"303";"16";"290,00";"0,00"
"18004";"303";"15";"450,00";"0,00"
"18005";"303";"14";"350,00";"0,00"
"18006";"303";"13";"290,00";"0,00"
"18007";"303";"12";"190,00";"0,00"
"18008";"303";"11";"129,00";"0,00"
"18009";"303";"10";"15,00";"0,00"
"18010";"303";"9";"40,00";"0,00"
"18011";"303";"8";"160,00";"0,00"
"18012";"303";"7";"59,00";"0,00"
"18013";"303";"6";"79,00";"0,00"
"18014";"304";"23";"700,00";\N
"18015";"304";"22";"95,00";\N
"18016";"304";"21";"47,50";\N
"18017";"304";"20";"30,00";\N
"18018";"304";"19";"95,00";\N
"18019";"304";"17";"200,00";\N
"18020";"304";"16";"290,00";\N
"18021";"304";"15";"450,00";\N
"18022";"304";"14";"350,00";\N
"18023";"304";"13";"290,00";\N
"18024";"304";"12";"190,00";\N
"18025";"304";"11";"129,00";\N
"18026";"304";"10";"15,00";\N
"18027";"304";"9";"40,00";\N
"18028";"304";"8";"160,00";\N
"18029";"304";"7";"59,00";\N
"18030";"304";"6";"95,00";\N
"18031";"306";"23";"700,00";\N
"18032";"306";"22";"95,00";\N
"18033";"306";"21";"47,50";\N
"18034";"306";"20";"30,00";\N
"18035";"306";"19";"95,00";\N
"18036";"306";"17";"200,00";\N
"18037";"306";"16";"290,00";\N
"18038";"306";"15";"450,00";\N
"18039";"306";"14";"350,00";\N
"18040";"306";"13";"290,00";\N
"18041";"306";"12";"190,00";\N
"18042";"306";"11";"129,00";\N
"18043";"306";"10";"15,00";\N
"18044";"306";"9";"40,00";\N
"18045";"306";"8";"160,00";\N
"18046";"306";"7";"59,00";\N
"18047";"306";"6";"95,00";\N
"18048";"310";"23";"700,00";"0,00"
"18049";"310";"22";"95,00";"0,00"
"18050";"310";"21";"47,50";"0,00"
"18051";"310";"20";"30,00";"0,00"
"18052";"310";"19";"95,00";"0,00"
"18053";"310";"17";"200,00";"0,00"
"18054";"310";"16";"290,00";"0,00"
"18055";"310";"15";"450,00";"0,00"
"18056";"310";"14";"350,00";"0,00"
"18057";"310";"13";"290,00";"0,00"
"18058";"310";"12";"190,00";"0,00"
"18059";"310";"11";"129,00";"0,00"
"18060";"310";"10";"15,00";"0,00"
"18061";"310";"9";"40,00";"0,00"
"18062";"310";"8";"160,00";"0,00"
"18063";"310";"7";"59,00";"0,00"
"18064";"310";"6";"79,00";"0,00"
"18065";"311";"23";"700,00";"0,00"
"18066";"311";"22";"79,00";"0,00"
"18067";"311";"21";"39,50";"0,00"
"18068";"311";"20";"30,00";"0,00"
"18069";"311";"19";"79,00";"0,00"
"18070";"311";"17";"0,00";"0,00"
"18071";"311";"16";"290,00";"0,00"
"18072";"311";"15";"450,00";"0,00"
"18073";"311";"14";"350,00";"0,00"
"18074";"311";"13";"290,00";"0,00"
"18075";"311";"12";"190,00";"0,00"
"18076";"311";"11";"129,00";"0,00"
"18077";"311";"10";"15,00";"0,00"
"18078";"311";"9";"40,00";"0,00"
"18079";"311";"8";"160,00";"0,00"
"18080";"311";"7";"59,00";"0,00"
"18081";"311";"6";"79,00";"0,00"
"18082";"312";"23";"700,00";"0,00"
"18083";"312";"22";"79,00";"0,00"
"18084";"312";"21";"39,50";"0,00"
"18085";"312";"20";"30,00";"0,00"
"18086";"312";"19";"79,00";"0,00"
"18087";"312";"17";"200,00";"0,00"
"18088";"312";"16";"290,00";"0,00"
"18089";"312";"15";"450,00";"0,00"
"18090";"312";"14";"350,00";"0,00"
"18091";"312";"13";"290,00";"0,00"
"18092";"312";"12";"190,00";"0,00"
"18093";"312";"11";"129,00";"0,00"
"18094";"312";"10";"15,00";"0,00"
"18095";"312";"9";"40,00";"0,00"
"18096";"312";"8";"160,00";"0,00"
"18097";"312";"7";"59,00";"0,00"
"18098";"312";"6";"79,00";"0,00"
"18099";"313";"23";"700,00";\N
"18100";"313";"22";"95,00";\N
"18101";"313";"21";"47,50";\N
"18102";"313";"20";"30,00";\N
"18103";"313";"19";"95,00";\N
"18104";"313";"17";"200,00";\N
"18105";"313";"16";"290,00";\N
"18106";"313";"15";"450,00";\N
"18107";"313";"14";"350,00";\N
"18108";"313";"13";"290,00";\N
"18109";"313";"12";"190,00";\N
"18110";"313";"11";"129,00";\N
"18111";"313";"10";"15,00";\N
"18112";"313";"9";"40,00";\N
"18113";"313";"8";"160,00";\N
"18114";"313";"7";"59,00";\N
"18115";"313";"6";"95,00";\N
"18116";"314";"23";"700,00";\N
"18117";"314";"22";"95,00";\N
"18118";"314";"21";"47,50";\N
"18119";"314";"20";"30,00";\N
"18120";"314";"19";"95,00";\N
"18121";"314";"17";"200,00";\N
"18122";"314";"16";"290,00";\N
"18123";"314";"15";"450,00";\N
"18124";"314";"14";"350,00";\N
"18125";"314";"13";"290,00";\N
"18126";"314";"12";"190,00";\N
"18127";"314";"11";"129,00";\N
"18128";"314";"10";"15,00";\N
"18129";"314";"9";"40,00";\N
"18130";"314";"8";"160,00";\N
"18131";"314";"7";"59,00";\N
"18132";"314";"6";"95,00";\N
"18133";"320";"23";"700,00";\N
"18134";"320";"22";"95,00";\N
"18135";"320";"21";"47,50";\N
"18136";"320";"20";"30,00";\N
"18137";"320";"19";"95,00";\N
"18138";"320";"17";"200,00";\N
"18139";"320";"16";"290,00";\N
"18140";"320";"15";"450,00";\N
"18141";"320";"14";"350,00";\N
"18142";"320";"13";"290,00";\N
"18143";"320";"12";"190,00";\N
"18144";"320";"11";"129,00";\N
"18145";"320";"10";"15,00";\N
"18146";"320";"9";"40,00";\N
"18147";"320";"8";"160,00";\N
"18148";"320";"7";"59,00";\N
"18149";"320";"6";"95,00";\N
"18150";"321";"23";"700,00";"0,00"
"18151";"321";"22";"95,00";"0,00"
"18152";"321";"21";"47,50";"0,00"
"18153";"321";"20";"30,00";"0,00"
"18154";"321";"19";"95,00";"0,00"
"18155";"321";"17";"200,00";"0,00"
"18156";"321";"16";"290,00";"0,00"
"18157";"321";"15";"450,00";"0,00"
"18158";"321";"14";"350,00";"0,00"
"18159";"321";"13";"290,00";"0,00"
"18160";"321";"12";"190,00";"0,00"
"18161";"321";"11";"129,00";"0,00"
"18162";"321";"10";"15,00";"0,00"
"18163";"321";"9";"40,00";"0,00"
"18164";"321";"8";"160,00";"0,00"
"18165";"321";"7";"59,00";"0,00"
"18166";"321";"6";"79,00";"0,00"
"18167";"322";"23";"700,00";"0,00"
"18168";"322";"22";"95,00";"0,00"
"18169";"322";"21";"47,50";"0,00"
"18170";"322";"20";"30,00";"0,00"
"18171";"322";"19";"95,00";"0,00"
"18172";"322";"17";"200,00";"0,00"
"18173";"322";"16";"290,00";"0,00"
"18174";"322";"15";"450,00";"0,00"
"18175";"322";"14";"350,00";"0,00"
"18176";"322";"13";"290,00";"0,00"
"18177";"322";"12";"190,00";"0,00"
"18178";"322";"11";"129,00";"0,00"
"18179";"322";"10";"15,00";"0,00"
"18180";"322";"9";"40,00";"0,00"
"18181";"322";"8";"160,00";"0,00"
"18182";"322";"7";"59,00";"0,00"
"18183";"322";"6";"79,00";"0,00"
"18184";"323";"23";"700,00";"0,00"
"18185";"323";"22";"95,00";"0,00"
"18186";"323";"21";"47,50";"0,00"
"18187";"323";"20";"30,00";"0,00"
"18188";"323";"19";"95,00";"0,00"
"18189";"323";"17";"200,00";"0,00"
"18190";"323";"16";"290,00";"0,00"
"18191";"323";"15";"450,00";"0,00"
"18192";"323";"14";"350,00";"0,00"
"18193";"323";"13";"290,00";"0,00"
"18194";"323";"12";"190,00";"0,00"
"18195";"323";"11";"129,00";"0,00"
"18196";"323";"10";"15,00";"0,00"
"18197";"323";"9";"40,00";"0,00"
"18198";"323";"8";"160,00";"0,00"
"18199";"323";"7";"59,00";"0,00"
"18200";"323";"6";"79,00";"0,00"
"18201";"324";"23";"700,00";\N
"18202";"324";"22";"95,00";\N
"18203";"324";"21";"47,50";\N
"18204";"324";"20";"30,00";\N
"18205";"324";"19";"95,00";\N
"18206";"324";"17";"200,00";\N
"18207";"324";"16";"290,00";\N
"18208";"324";"15";"450,00";\N
"18209";"324";"14";"350,00";\N
"18210";"324";"13";"290,00";\N
"18211";"324";"12";"190,00";\N
"18212";"324";"11";"129,00";\N
"18213";"324";"10";"15,00";\N
"18214";"324";"9";"40,00";\N
"18215";"324";"8";"160,00";\N
"18216";"324";"7";"59,00";\N
"18217";"324";"6";"95,00";\N
"18218";"325";"23";"700,00";\N
"18219";"325";"22";"95,00";\N
"18220";"325";"21";"47,50";\N
"18221";"325";"20";"30,00";\N
"18222";"325";"19";"95,00";\N
"18223";"325";"17";"200,00";\N
"18224";"325";"16";"290,00";\N
"18225";"325";"15";"450,00";\N
"18226";"325";"14";"350,00";\N
"18227";"325";"13";"290,00";\N
"18228";"325";"12";"190,00";\N
"18229";"325";"11";"129,00";\N
"18230";"325";"10";"15,00";\N
"18231";"325";"9";"40,00";\N
"18232";"325";"8";"160,00";\N
"18233";"325";"7";"59,00";\N
"18234";"325";"6";"95,00";\N
"18235";"329";"23";"700,00";"0,00"
"18236";"329";"22";"95,00";"0,00"
"18237";"329";"21";"47,50";"0,00"
"18238";"329";"20";"30,00";"0,00"
"18239";"329";"19";"95,00";"0,00"
"18240";"329";"17";"200,00";"0,00"
