"id";"id_cliente";"id_tipo_servico";"valor";"valor_fornecedor"
"1244";"804";"16";"250,00";\N
"1245";"804";"17";"200,00";\N
"1246";"804";"19";"95,00";\N
"1247";"804";"20";"30,00";\N
"1248";"804";"21";"42,50";\N
"1249";"804";"22";"95,00";\N
"1250";"805";"6";"95,00";\N
"1251";"805";"7";"99,00";\N
"1252";"805";"8";"99999,99";\N
"1253";"805";"9";"40,00";\N
"1254";"805";"10";"25,00";\N
"1255";"805";"11";"9999,99";\N
"1256";"805";"12";"150,00";\N
"1257";"805";"13";"250,00";\N
"1258";"805";"14";"250,00";\N
"1259";"805";"15";"450,00";\N
"1260";"805";"16";"250,00";\N
"1261";"805";"17";"200,00";\N
"1262";"805";"19";"95,00";\N
"1263";"805";"20";"30,00";\N
"1264";"805";"21";"42,50";\N
"1265";"805";"22";"95,00";\N
"1266";"807";"6";"95,00";\N
"1267";"807";"7";"99,00";\N
"1268";"807";"8";"99999,99";\N
"1269";"807";"9";"40,00";\N
"1270";"807";"10";"25,00";\N
"1271";"807";"11";"9999,99";\N
"1272";"807";"12";"150,00";\N
"1273";"807";"13";"250,00";\N
"1274";"807";"14";"250,00";\N
"1275";"807";"15";"450,00";\N
"1276";"807";"16";"250,00";\N
"1277";"807";"17";"200,00";\N
"1278";"807";"19";"95,00";\N
"1279";"807";"20";"30,00";\N
"1280";"807";"21";"42,50";\N
"1281";"807";"22";"95,00";\N
"1282";"814";"6";"95,00";\N
"1283";"814";"7";"99,00";\N
"1284";"814";"8";"99999,99";\N
"1285";"814";"9";"40,00";\N
"1286";"814";"10";"25,00";\N
"1287";"814";"11";"9999,99";\N
"1288";"814";"12";"150,00";\N
"1289";"814";"13";"250,00";\N
"1290";"814";"14";"250,00";\N
"1291";"814";"15";"450,00";\N
"1292";"814";"16";"250,00";\N
"1293";"814";"17";"200,00";\N
"1294";"814";"19";"95,00";\N
"1295";"814";"20";"30,00";\N
"1296";"814";"21";"42,50";\N
"1297";"814";"22";"95,00";\N
"1298";"815";"6";"95,00";\N
"1299";"815";"7";"99,00";\N
"1300";"815";"8";"99999,99";\N
"1301";"815";"9";"40,00";\N
"1302";"815";"10";"25,00";\N
"1303";"815";"11";"9999,99";\N
"1304";"815";"12";"150,00";\N
"1305";"815";"13";"250,00";\N
"1306";"815";"14";"250,00";\N
"1307";"815";"15";"450,00";\N
"1308";"815";"16";"250,00";\N
"1309";"815";"17";"200,00";\N
"1310";"815";"19";"95,00";\N
"1311";"815";"20";"30,00";\N
"1312";"815";"21";"42,50";\N
"1313";"815";"22";"95,00";\N
"1314";"834";"6";"95,00";\N
"1315";"834";"7";"99,00";\N
"1316";"834";"8";"99999,99";\N
"1317";"834";"9";"40,00";\N
"1318";"834";"10";"25,00";\N
"1319";"834";"11";"9999,99";\N
"1320";"834";"12";"150,00";\N
"1321";"834";"13";"250,00";\N
"1322";"834";"14";"250,00";\N
"1323";"834";"15";"450,00";\N
"1324";"834";"16";"250,00";\N
"1325";"834";"17";"200,00";\N
"1326";"834";"19";"95,00";\N
"1327";"834";"20";"30,00";\N
"1328";"834";"21";"42,50";\N
"1329";"834";"22";"95,00";\N
"1330";"835";"6";"95,00";\N
"1331";"835";"7";"99,00";\N
"1332";"835";"8";"99999,99";\N
"1333";"835";"9";"40,00";\N
"1334";"835";"10";"25,00";\N
"1335";"835";"11";"9999,99";\N
"1336";"835";"12";"150,00";\N
"1337";"835";"13";"250,00";\N
"1338";"835";"14";"250,00";\N
"1339";"835";"15";"450,00";\N
"1340";"835";"16";"250,00";\N
"1341";"835";"17";"200,00";\N
"1342";"835";"19";"95,00";\N
"1343";"835";"20";"30,00";\N
"1344";"835";"21";"42,50";\N
"1345";"835";"22";"95,00";\N
"1346";"840";"6";"95,00";\N
"1347";"840";"7";"99,00";\N
"1348";"840";"8";"99999,99";\N
"1349";"840";"9";"40,00";\N
"1350";"840";"10";"25,00";\N
"1351";"840";"11";"9999,99";\N
"1352";"840";"12";"150,00";\N
"1353";"840";"13";"250,00";\N
"1354";"840";"14";"250,00";\N
"1355";"840";"15";"450,00";\N
"1356";"840";"16";"250,00";\N
"1357";"840";"17";"200,00";\N
"1358";"840";"19";"95,00";\N
"1359";"840";"20";"30,00";\N
"1360";"840";"21";"42,50";\N
"1361";"840";"22";"95,00";\N
"1362";"854";"6";"95,00";\N
"1363";"854";"7";"99,00";\N
"1364";"854";"8";"99999,99";\N
"1365";"854";"9";"40,00";\N
"1366";"854";"10";"25,00";\N
"1367";"854";"11";"9999,99";\N
"1368";"854";"12";"150,00";\N
"1369";"854";"13";"250,00";\N
"1370";"854";"14";"250,00";\N
"1371";"854";"15";"450,00";\N
"1372";"854";"16";"250,00";\N
"1373";"854";"17";"200,00";\N
"1374";"854";"19";"95,00";\N
"1375";"854";"20";"30,00";\N
"1376";"854";"21";"42,50";\N
"1377";"854";"22";"95,00";\N
"1378";"857";"6";"95,00";\N
"1379";"857";"7";"99,00";\N
"1380";"857";"8";"99999,99";\N
"1381";"857";"9";"40,00";\N
"1382";"857";"10";"25,00";\N
"1383";"857";"11";"9999,99";\N
"1384";"857";"12";"150,00";\N
"1385";"857";"13";"250,00";\N
"1386";"857";"14";"250,00";\N
"1387";"857";"15";"450,00";\N
"1388";"857";"16";"250,00";\N
"1389";"857";"17";"200,00";\N
"1390";"857";"19";"95,00";\N
"1391";"857";"20";"30,00";\N
"1392";"857";"21";"42,50";\N
"1393";"857";"22";"95,00";\N
"1394";"858";"6";"95,00";\N
"1395";"858";"7";"99,00";\N
"1396";"858";"8";"99999,99";\N
"1397";"858";"9";"40,00";\N
"1398";"858";"10";"25,00";\N
"1399";"858";"11";"9999,99";\N
"1400";"858";"12";"150,00";\N
"1401";"858";"13";"250,00";\N
"1402";"858";"14";"250,00";\N
"1403";"858";"15";"450,00";\N
"1404";"858";"16";"250,00";\N
"1405";"858";"17";"200,00";\N
"1406";"858";"19";"95,00";\N
"1407";"858";"20";"30,00";\N
"1408";"858";"21";"42,50";\N
"1409";"858";"22";"95,00";\N
"1410";"870";"6";"95,00";\N
"1411";"870";"7";"99,00";\N
"1412";"870";"8";"99999,99";\N
"1413";"870";"9";"40,00";\N
"1414";"870";"10";"25,00";\N
"1415";"870";"11";"9999,99";\N
"1416";"870";"12";"150,00";\N
"1417";"870";"13";"250,00";\N
"1418";"870";"14";"250,00";\N
"1419";"870";"15";"450,00";\N
"1420";"870";"16";"250,00";\N
"1421";"870";"17";"200,00";\N
"1422";"870";"19";"95,00";\N
"1423";"870";"20";"30,00";\N
"1424";"870";"21";"42,50";\N
"1425";"870";"22";"95,00";\N
"1553";"872";"6";"95,00";\N
"1554";"872";"7";"99,00";\N
"1555";"872";"8";"99999,99";\N
"1556";"872";"9";"40,00";\N
"1557";"872";"10";"25,00";\N
"1558";"872";"11";"9999,99";\N
"1559";"872";"12";"150,00";\N
"1560";"872";"13";"250,00";\N
"1561";"872";"14";"250,00";\N
"1562";"872";"15";"450,00";\N
"1563";"872";"16";"250,00";\N
"1564";"872";"17";"200,00";\N
"1565";"872";"19";"95,00";\N
"1566";"872";"20";"30,00";\N
"1567";"872";"21";"42,50";\N
"1568";"872";"22";"95,00";\N
"1584";"874";"6";"95,00";\N
"1585";"874";"7";"99,00";\N
"1586";"874";"8";"99999,99";\N
"1587";"874";"9";"40,00";\N
"1588";"874";"10";"25,00";\N
"1589";"874";"11";"9999,99";\N
"1590";"874";"12";"150,00";\N
"1591";"874";"13";"250,00";\N
"1592";"874";"14";"250,00";\N
"1593";"874";"15";"450,00";\N
"1594";"874";"16";"250,00";\N
"1595";"874";"17";"200,00";\N
"1596";"874";"19";"95,00";\N
"1597";"874";"20";"30,00";\N
"1598";"874";"21";"42,50";\N
"1599";"874";"22";"95,00";\N
"1615";"639";"6";"95,00";\N
"1616";"639";"7";"99,00";\N
"1617";"639";"8";"250,00";\N
"1618";"639";"9";"40,00";\N
"1619";"639";"10";"25,00";\N
"1620";"639";"11";"250,00";\N
"1621";"639";"12";"150,00";\N
"1622";"639";"13";"250,00";\N
"1623";"639";"14";"250,00";\N
"1624";"639";"15";"450,00";\N
"1625";"639";"16";"250,00";\N
"1626";"639";"17";"200,00";\N
"1627";"639";"19";"95,00";\N
"1628";"639";"20";"30,00";\N
"1629";"639";"21";"42,50";\N
"1630";"639";"22";"95,00";\N
"1631";"866";"6";"95,00";\N
"1632";"866";"7";"99,00";\N
"1633";"866";"8";"250,00";\N
"1634";"866";"9";"40,00";\N
"1635";"866";"10";"25,00";\N
"1636";"866";"11";"250,00";\N
"1637";"866";"12";"150,00";\N
"1638";"866";"13";"250,00";\N
"1639";"866";"14";"250,00";\N
"1640";"866";"15";"450,00";\N
"1641";"866";"16";"250,00";\N
"1642";"866";"17";"200,00";\N
"1643";"866";"19";"95,00";\N
"1644";"866";"20";"30,00";\N
